tract,Name,Household_Income_rP_gP_p25
8071000400,"Trinidad, CO",29170
29023950900,"Poplar Bluff, MO",29170
21149970500,"Island, KY",29170
53033009000,"Atlantic, Seattle, WA",29169
9001073500,"East Side, Bridgeport, CT",29169
6019004704,"Fresno, CA",29169
41051002303,"Eliot, Portland, OR",29169
48113013105,"North Dallas, Dallas, TX",29168
53063000500,"Northtown, Spokane, WA",29168
18097340101,"Wayne, Indianapolis, IN",29168
21009950400,"Glasgow, KY",29168
12031014333,"Arlington, Jacksonville, FL",29167
35061970800,"Belen, NM",29167
26111291602,"Sanford, MI",29167
51177020201,"Fredericksburg, VA",29167
51069051102,"Winchester, VA",29167
6073018603,"East Side Capistrano, Oceanside, CA",29167
53055960100,"Eastsound, WA",29167
21195930500,"Pikeville, KY",29166
13097080510,"Douglasville, GA",29166
12031010301,"Northside, Jacksonville, FL",29166
47009011402,"Walland, TN",29166
21013960300,"Pineville, KY",29165
48027023103,"Killeen, TX",29165
48029150400,"Palm Heights, San Antonio, TX",29165
17031826202,"Calumet City, IL",29165
23001010500,"Auburn, ME",29165
12099002800,"Flamingo Parks, West Palm Beach, FL",29164
47037018101,"Whitebridge, Nashville, TN",29164
1061050500,"Slocomb, AL",29163
6059011720,"Placentia, CA",29162
28059040400,"Ocean Springs, MS",29162
40131050802,"Talala, OK",29161
37139960502,"Elizabeth City, NC",29161
25017353000,"Mid-Cambridge, Cambridge, MA",29161
18095001500,"Anderson, IN",29161
36027200002,"Millbrook, NY",29160
25025080100,"Lower Roxbury, Boston, MA",29160
47063101000,"Whitesburg, TN",29159
18097390200,"Franklin Township, Indianapolis, IN",29159
12057014106,"Apollo Beach, FL",29159
53045960900,"Shelton, WA",29158
6107001004,"Visalia, CA",29157
4019001801,"Palo Verde, Tucson, AZ",29157
13053020201,"Fort Benning, GA",29157
50021963300,"Rutland, VT",29157
28087000200,"Columbus, MS",29157
44007000800,"Downtown Providence, Providence, RI",29156
26099268400,"Warren, MI",29156
10003016301,"Bear, DE",29156
40109105905,"Central Oklahoma City, Oklahoma City, OK",29156
47157021138,"Cordova, Memphis, TN",29155
24005402504,"Randallstown, MD",29155
44005040303,"Newport East, Middletown, RI",29155
45015020811,"Goose Creek, SC",29155
21117061100,"Wallace Woods, Covington, KY",29154
47045964000,"Newbern, TN",29153
8031003500,"North, Denver, CO",29153
8011966700,"Las Animas, CO",29153
37107011002,"La Grange, NC",29153
24001001000,"Cumberland, MD",29153
39103408002,"Medina, OH",29153
48121020113,"Little Elm, TX",29152
1111000300,"Wedowee, AL",29152
45001950200,"Due West, SC",29152
5119003305,"North Little Rock, AR",29152
48029170700,"Inner West Side, San Antonio, TX",29152
47175925000,"Spencer, TN",29152
48113012701,"Casa View, Dallas, TX",29151
42107001900,"Guinea Hill, Pottsville, PA",29150
6037120103,"Los Angeles County, CA",29150
26117971300,"Greenville, MI",29150
12125960300,"Lake Butler, FL",29150
48201333202,"Greater Hobby Area, Houston, TX",29150
17031242300,"Ukrainian Village, Chicago, IL",29149
6037275200,"Los Angeles, CA",29149
55079007600,"Murray Hill, Milwaukee, WI",29148
40079040102,"Pocola, OK",29148
12103028200,"Gulfport, FL",29148
18091042400,"La Porte, IN",29148
22009030600,"Bunkie, LA",29148
48347951000,"Nacogdoches, TX",29148
6065046900,"Riverside County, CA",29148
18141010700,"Mishawaka, IN",29148
12071050602,"Bonita Springs, FL",29147
6037404301,"Azusa, CA",29147
37119006303,"Huntersville, NC",29147
8005007104,"Aurora, CO",29147
45027960703,"Manning, SC",29147
17197880115,"Bolingbrook, IL",29146
39077915800,"Norwalk, OH",29146
28121020900,"Brandon, MS",29146
12011110319,"Miramar, FL",29146
12095017104,"Winter Garden, FL",29145
55117011400,"Ellis Historical District, Sheboygan, WI",29145
28101050400,"Newton, MS",29145
40065968600,"Altus, OK",29144
53015001300,"Kelso, WA",29144
12021010701,"East Naples, Naples, FL",29144
6083002924,"Goleta, CA",29144
55053960100,"Black River Falls, WI",29144
12103024601,"Saint Petersburg, FL",29143
12099001907,"West Palm Beach, FL",29143
24005402506,"Randallstown, MD",29143
12103024301,"Meadowlawn, Saint Petersburg, FL",29142
4019004431,"Gladden Farms, Marana, AZ",29142
40143007609,"South Peoria, Tulsa, OK",29142
53077002001,"Sunnyside, WA",29142
51137110104,"Locust Grove, VA",29141
6067001300,"Central Sacramento, Sacramento, CA",29141
42003501000,"McKeesport, PA",29141
40145030300,"Wagoner, OK",29141
6115040301,"Marysville, CA",29141
17031031000,"Uptown, Chicago, IL",29141
12009064201,"Loveridge Heights, Melbourne, FL",29140
9003416300,"New Britain, CT",29140
34017004200,"West Side, North Bergen, NJ",29140
24033805601,"Hyattsville, MD",29140
40109107809,"Del City, OK",29139
9003415900,"New Britain, CT",29139
39041010200,"Delaware, OH",29139
39143961400,"Fremont, OH",29139
23005012000,"Raymond, ME",29139
18099020301,"Plymouth, IN",29139
24043000500,"Hagerstown, MD",29139
25027731900,"Bell Hill, Worcester, MA",29138
39167020102,"Belpre, OH",29138
4013422626,"Mesa, AZ",29138
34033022100,"Salem, NJ",29138
6065045604,"Thermal, CA",29137
45063020802,"Swansea, SC",29137
28047003404,"Saucier, MS",29137
6037900501,"Lancaster, CA",29136
45085001901,"Sumter, SC",29136
10005050801,"Milton, DE",29136
55009000800,"Green Bay, WI",29136
40121486200,"McAlester, OK",29135
34011041000,"Vineland, NJ",29135
39087051002,"Ironton, OH",29135
41041951800,"Toledo, OR",29135
6065041101,"Arlanza, Riverside, CA",29135
12117021705,"Altamonte Springs, FL",29135
42011002900,"Reading, PA",29134
27053000101,"Shingle Creek, Minneapolis, MN",29134
34005702803,"Willingboro, NJ",29134
47089070300,"Jefferson City, TN",29134
10001040100,"Clayton, DE",29134
28115950500,"Pontotoc, MS",29134
13119890400,"Royston, GA",29134
48217960900,"Hillsboro, TX",29134
47171080300,"Unicoi, TN",29133
32003003641,"North Las Vegas, NV",29133
55009001702,"Green Bay, WI",29133
13249960100,"Ellaville, GA",29133
42085030300,"Hermitage, PA",29132
1089010623,"Madison, AL",29132
18019050804,"Henryville, IN",29132
12017450303,"Crystal River, FL",29131
55079003300,"Arlington Gardens, Milwaukee, WI",29131
26163583000,"Taylor, MI",29131
13135050422,"Norcross, GA",29131
17095000700,"Galesburg, IL",29131
53061052503,"Lake Stevens, WA",29130
37067002904,"Germanton, NC",29129
37085070904,"Angier, NC",29129
37047931100,"Whiteville, NC",29129
11001002001,"16th Street Heights, Washington, DC",29129
4015951502,"Bullhead City, AZ",29129
48029160702,"Edgewood, San Antonio, TX",29129
26163573500,"Dearborn, MI",29128
48121021618,"Lewisville, TX",29128
37033930600,"Mebane, NC",29128
48085030802,"McKinney, TX",29127
22105954001,"Hammond, LA",29127
34039031400,"Elizabeth, NJ",29126
12019031300,"Green Cove Springs, FL",29126
1049960400,"Rainsville, AL",29126
12086005302,"East Little Havana, Miami, FL",29126
37119005513,"Prosperity Church Road, Charlotte, NC",29125
37081015703,"Greensboro, NC",29123
41051002402,"Irvington, Portland, OR",29123
26125145900,"Waterford Township, MI",29123
36081059000,"Queens County, NY",29122
18097310106,"Westchester Estates, Indianapolis, IN",29122
51143010900,"Dry Fork, VA",29122
21235920300,"Corbin, KY",29122
4013522901,"Provinces Master Community, Chandler, AZ",29121
33015065008,"Hampton Beach, Hampton, NH",29120
26159011300,"Lawrence, MI",29120
1015002502,"Wellington, AL",29120
54099020100,"Huntington, WV",29120
12086011005,"Homestead, FL",29119
34029720101,"Manchester Township, NJ",29119
36075021000,"Fulton, NY",29119
49035111500,"South Salt Lake, UT",29118
12057013410,"Bloomingdale Ridge, Riverview, FL",29118
12009065021,"Westbrooke, Melbourne, FL",29118
47021070201,"Pleasant View, TN",29118
1103005600,"Eva, AL",29116
37137950201,"Oriental, NC",29116
12009064700,"Melbourne, FL",29116
24027601203,"Elkridge, MD",29116
6001410100,"Foothill Square, Oakland, CA",29116
35049000500,"Santa Fe, NM",29116
12081001106,"Bradenton, FL",29116
41035971700,"Klamath Falls, OR",29116
37067004015,"Clemmons, NC",29116
8031004304,"East, Denver, CO",29115
1089010301,"Hazel Green, AL",29114
12061050401,"Vero Beach, FL",29114
13231010100,"Zebulon, GA",29113
22127960400,"Winnfield, LA",29113
53061052706,"Lake Stevens, WA",29113
12129010100,"Sopchoppy, FL",29113
10003016904,"Smyrna, DE",29112
26005031800,"Otsego, MI",29111
12099002600,"CityPlace, West Palm Beach, FL",29110
48113016611,"DeSoto, TX",29110
55059000602,"Kenosha, WI",29110
47179061100,"Johnson City, TN",29110
48187210711,"Northeast Side, Schertz, TX",29109
33005971600,"Hinsdale, NH",29109
51810041600,"Northwest, Virginia Beach, VA",29108
53063011900,"Spokane Valley, WA",29108
39099813200,"Sebring, OH",29108
36119013301,"Ossining, NY",29108
1097006901,"Hillview, Theodore, AL",29108
39035140500,"Cleveland Heights, OH",29107
5051011601,"Hot Springs, AR",29106
18127050509,"Portage, IN",29106
45059920102,"Gray Court, SC",29105
20177000900,"Oakland, Topeka, KS",29105
12101030204,"West Port, Port Richey, FL",29105
36047093400,"Kings County, NY",29105
12103025112,"Seminole, FL",29105
6023001300,"Arcata, CA",29104
37081016410,"Jamestown, NC",29104
53063001400,"Nevada / Lidgerwood, Spokane, WA",29104
36007013100,"Endicott, NY",29104
12033002802,"Bridle Trail Estates, Pensacola, FL",29103
6073015901,"El Cajon, CA",29103
32003002831,"Las Vegas, NV",29103
12071001502,"Fort Myers, FL",29103
19057000300,"Burlington, IA",29103
18017951300,"Logansport, IN",29103
29189221000,"St. Louis, MO",29102
42101034600,"Northeast Philadelphia, Philadelphia, PA",29102
53071920600,"Walla Walla, WA",29101
29085470300,"Hermitage, MO",29100
6107000800,"Ivanhoe, CA",29100
20125950500,"Independence, KS",29100
1055010200,"Attalla, AL",29099
47093004607,"Knoxville, TN",29099
29095013416,"Grandview, MO",29099
6001401300,"Pill Hill, Oakland, CA",29099
51061930207,"Warrenton, VA",29099
12071040205,"Harris, Lehigh Acres, FL",29099
8069001304,"Fort Collins, CO",29099
6037603005,"Gardena, CA",29099
47009011602,"Maryville, TN",29097
51137110300,"Gordonsville, VA",29097
13185010700,"Lake Park, GA",29097
53067011300,"Lacey, WA",29097
37183053110,"Weekend Retreat, Raleigh, NC",29097
51710006200,"River Oaks, Norfolk, VA",29096
53067010300,"Eastside, Olympia, WA",29096
26025002000,"Battle Creek, MI",29096
6099003002,"Ceres, CA",29096
36005038600,"Bronx County, NY",29096
45083023401,"Spartanburg, SC",29095
1073005000,"Glen Iris, Birmingham, AL",29095
12021010604,"East Naples, Naples, FL",29095
37151031503,"Archdale, NC",29095
28047001202,"Biloxi, MS",29094
45015020725,"Goose Creek, SC",29093
37125950301,"Seven Lakes, NC",29092
39165031400,"Lebanon, OH",29092
18021040100,"Brazil, IN",29092
28033070610,"Stone Creek, Southaven, MS",29090
51177020406,"Spotsylvania Courthouse, VA",29090
26067030400,"Belding, MI",29090
39043040900,"Sandusky, OH",29089
17119400102,"Granite City, IL",29089
48113016802,"Lancaster, TX",29088
48157674900,"Richmond, TX",29088
20061000500,"Junction City, KS",29087
5099090300,"Rosston, AR",29087
37089930900,"Hendersonville, NC",29086
6067009201,"Sacramento, CA",29085
36007013500,"Endicott, NY",29084
48469000201,"Victoria, TX",29084
45063021018,"Lexington, SC",29084
6035040400,"Litchfield, CA",29084
51001090700,"Melfa, VA",29084
36067000200,"Northside, Syracuse, NY",29084
54003971102,"Falling Waters, WV",29083
26133970400,"Evart, MI",29081
18107957000,"Crawfordsville, IN",29081
26163566600,"Wayne, MI",29080
21111011800,"Edgewood, Louisville, KY",29080
36005024000,"Bronx County, NY",29079
32003003421,"Summerlin, Las Vegas, NV",29079
13091960200,"Eastman, GA",29079
51590000200,"Danville, VA",29079
51810041004,"Northwest, Virginia Beach, VA",29079
12057011410,"Citrus Park Community, Tampa, FL",29079
36071002300,"Port Jervis, NY",29078
39095005801,"Whitmer-Trilby, Toledo, OH",29078
37027031401,"Granite Falls, NC",29078
37021002606,"Asheville, NC",29078
42095014500,"South Side, Easton, PA",29078
6065045900,"Blythe, CA",29078
37183053608,"Providence Place, Morrisville, NC",29077
54039010100,"Dunbar, WV",29077
4019004321,"Mission Ridge, Tucson, AZ",29077
53045960400,"Allyn, Allyn-Grapeview, WA",29077
26163589400,"Belleville, MI",29077
26077001802,"Milwood, Kalamazoo, MI",29077
12071070200,"Saint James City, FL",29076
36047081600,"Kings County, NY",29076
47081950301,"Duck River, TN",29076
6037273200,"Venice, Los Angeles, CA",29076
21179930600,"Bardstown, KY",29075
22103041210,"Mandeville, LA",29075
26163580300,"Wyandotte, MI",29075
12009071336,"Palm Bay, FL",29075
54011010300,"Huntington, WV",29075
42055011200,"Chambersburg, PA",29075
42003523600,"Pittsburgh, PA",29074
51065020101,"Troy, VA",29074
37119005613,"Charlotte, NC",29074
39089755900,"Pataskala, OH",29074
42049002500,"Erie, PA",29073
44007001800,"Hartford, Providence, RI",29073
49035102500,"Downtown, Salt Lake City, UT",29073
37111970500,"Marion, NC",29072
17145030400,"Du Quoin, IL",29072
37101041101,"Clayton, NC",29072
24033800707,"Greater Upper Marlboro, Upper Marlboro, MD",29072
34039036000,"Rahway, NJ",29072
39023002502,"Springfield, OH",29071
9001245600,"Ridgefield, CT",29071
26163554500,"Redford Charter Township, MI",29071
40143006701,"Mountain Manor, Tulsa, OK",29070
48061010301,"Santa Rosa, TX",29070
48201410500,"Montrose, Houston, TX",29070
17119400200,"Granite City, IL",29069
4027000100,"Yuma Townsite, Yuma, AZ",29069
13129970200,"Calhoun, GA",29069
12115000401,"Park East, Sarasota, FL",29069
54089000600,"Talcott, WV",29068
34039036600,"Westfield, NJ",29067
8031000502,"Northwest, Denver, CO",29067
6053013500,"Seaside, CA",29067
24005420402,"Dundalk, MD",29066
12097043800,"Saint Cloud, FL",29066
20103981900,"Fort Leavenworth, Leavenworth, KS",29065
18097360301,"Warren, Indianapolis, IN",29065
36061022302,"Harlem, New York, NY",29065
48439100502,"Far Greater Northside Historical, Fort Worth, TX",29064
29141470500,"Gravois Mills, MO",29064
26111290600,"Midland, MI",29063
17095001000,"Galesburg, IL",29063
42111021100,"Somerset, PA",29063
5007020806,"Bella Vista, AR",29062
51790000100,"Staunton, VA",29062
12001002201,"Newberry, FL",29061
39097040600,"London, OH",29061
45063021009,"Lexington, SC",29061
22071000100,"Algiers Point, New Orleans, LA",29061
48049950600,"Brownwood, TX",29061
4005000300,"Flagstaff, AZ",29060
13151070107,"Ellenwood, GA",29060
12086010400,"Goulds, FL",29060
26125123000,"Holly, MI",29059
13215010802,"Columbus, GA",29059
22049970500,"Jonesboro, LA",29058
18011810400,"Lebanon, IN",29058
37119001923,"Hickory Ridge, Charlotte, NC",29058
48257051100,"Kaufman, TX",29057
48121021634,"Far North Dallas, Dallas, TX",29057
39127966200,"New Lexington, OH",29057
29069361000,"Cardwell, MO",29057
6037217100,"Central LA, Los Angeles, CA",29057
47065010412,"Hixson, Middle Valley, TN",29056
34011020600,"Bridgeton, NJ",29056
28033070310,"Southaven, MS",29056
26145011800,"Saginaw, MI",29055
28059042500,"Pascagoula, MS",29055
6065031701,"Arlington Heights, Riverside, CA",29055
53053073119,"Graham, WA",29054
48439122001,"East Arlington, Arlington, TX",29054
47093006208,"Knoxville, TN",29054
26145001600,"Saginaw, MI",29054
12101030412,"Holiday Lake Estates, Holiday, FL",29054
28111950102,"New Augusta, MS",29053
36093033400,"Schenectady, NY",29053
6085511200,"Crescent Park, Palo Alto, CA",29053
4019004620,"Shadow Mountain Estates, Oro Valley, AZ",29053
6087110400,"Watsonville, CA",29053
17031610400,"Back of the Yards, Chicago, IL",29052
35001004741,"Los Volcanes, Albuquerque, NM",29051
13067030339,"Cumberland, Atlanta, GA",29051
37161960300,"Lake Lure, NC",29051
32510000300,"Carson City, NV",29051
2070000200,"Dillingham, AK",29051
4019002503,"Santa Cruz Southwest, Tucson, AZ",29051
26125121000,"Oakland County, MI",29050
26125131300,"Milford, Highland Charter Township, MI",29050
6037235100,"Park Mesa Heights, Los Angeles, CA",29050
24510130805,"Cold Springs, Baltimore, MD",29050
34015501106,"Wenonah, NJ",29049
48085031720,"Far North Dallas, Dallas, TX",29049
20173006600,"McConnell Air Force Base, KS",29049
53053062500,"South End, Tacoma, WA",29048
42045403402,"Folcroft, PA",29048
20035494000,"Arkansas City, KS",29047
36005024502,"Bronx County, NY",29047
21079970400,"Paint Lick, KY",29047
25025100200,"Franklin Field South, Boston, MA",29047
37101041202,"Four Oaks, NC",29047
13157010200,"Maysville, GA",29046
15009030901,"Wailuku, HI",29046
18059410500,"Greenfield, IN",29045
12009068501,"Cape Canaveral, FL",29045
53033003200,"Old Ballard, Seattle, WA",29045
22037951600,"Clinton, LA",29045
37013930900,"Blounts Creek, NC",29044
47021070104,"Ashland City, TN",29044
6037272301,"Mar Vista, Los Angeles, CA",29044
42101029200,"Lawncrest, Philadelphia, PA",29044
6053010607,"Salinas, CA",29044
48029170300,"Inner West Side, San Antonio, TX",29043
6055201102,"Napa, CA",29043
48113018700,"Chandler Heights, Garland, TX",29043
12095013606,"Southeast Orlando, Orlando, FL",29043
13137000201,"Demorest, GA",29043
30085940002,"Poplar, MT",29042
6077002100,"Park, Stockton, CA",29041
6085500200,"Central San Jose, San Jose, CA",29041
4013109500,"Maryvale Village, Phoenix, AZ",29041
48113008500,"Dallas, TX",29040
26075005100,"Vandercook Lake, Jackson, MI",29040
1097007300,"Bayou La Batre, AL",29040
17031812100,"Oak Park, IL",29040
13001950300,"Baxley, GA",29040
47013950300,"Pioneer, TN",29040
36047112200,"Kings County, NY",29039
12099007833,"West Palm Beach, FL",29039
1123962501,"Jacksons' Gap, AL",29039
37067003903,"Winston-Salem, NC",29038
34039034400,"Roselle, NJ",29038
12091020200,"Laurel Hill, FL",29038
48113019033,"Garland, TX",29038
48241950600,"Kirbyville, TX",29037
24017850202,"Indian Head, MD",29037
36005005902,"Bronx County, NY",29037
48113010701,"Oak Cliff, Dallas, TX",29037
17119401903,"Edwardsville, IL",29037
13293010202,"Thomaston, GA",29036
6037701802,"Pico, Santa Monica, CA",29035
26077002802,"Kalamazoo, MI",29035
12087972400,"Key West, FL",29035
45015020600,"Moncks Corner, SC",29035
6037462100,"North Central, Pasadena, CA",29035
6067007209,"Rio Linda, CA",29035
35031945300,"Northside, Gallup, NM",29034
6037554403,"Bellflower, CA",29034
21025920200,"Jackson, KY",29034
49035102900,"People's Freeway, Salt Lake City, UT",29034
41047000501,"Lansing, Salem, OR",29034
39089754400,"Newark, OH",29034
17005951200,"Greenville, IL",29034
36055015303,"Brockport, NY",29034
47113001607,"Jackson, TN",29034
6045011300,"Ukiah, CA",29034
21089040100,"Russell, KY",29033
26065005502,"Holt, Delhi charter Township, MI",29033
6065043813,"Cabazon, CA",29032
45015020901,"Hanahan, SC",29032
39007000103,"Conneaut, OH",29032
39113021502,"Kettering, OH",29031
26003000200,"Au Train, MI",29031
17179021201,"Washington, IL",29031
4003000902,"Douglas, AZ",29031
36005039600,"Bronx County, NY",29030
9009352500,"Waterbury, CT",29030
1101005612,"Montgomery, AL",29030
44007000300,"Elmwood, Providence, RI",29029
24510240100,"Locust Point, Baltimore, MD",29029
6019002602,"Roosevelt, Fresno, CA",29029
12107951200,"Pomona Park, FL",29029
6083002404,"Santa Maria, CA",29029
47113001608,"Three Way, TN",29028
28117950400,"Booneville, MS",29028
8031001401,"Ruby Hill, Denver, CO",29028
51095080205,"Williamsburg, VA",29028
36047052900,"Kings County, NY",29027
6073005300,"Downtown, San Diego, CA",29027
40031001400,"Lawton, OK",29026
37011930200,"Linville, NC",29026
47165020206,"Portland, TN",29025
36103147200,"Bay Shore, NY",29025
6065041703,"Corona, CA",29025
48331950402,"Cameron, TX",29025
6037463300,"Pasadena, CA",29024
28105950500,"Starkville, MS",29024
4013420708,"The Groves, Mesa, AZ",29024
6037461000,"Altadena, CA",29024
23005002300,"East Deering, Portland, ME",29024
48201550301,"Houston, TX",29023
4013071801,"Sun City, AZ",29023
10005050602,"Millsboro, DE",29022
27053104400,"Downtown West, Minneapolis, MN",29022
26161405400,"Ann Arbor, MI",29022
12127090304,"Fern Park, DeLand, FL",29022
5085020302,"Lonoke, AR",29022
39133601400,"Kent, OH",29021
6037204420,"Boyle Heights, Los Angeles, CA",29021
6077002300,"Seaport, Stockton, CA",29021
12013010100,"Altha, FL",29021
13073030402,"Grovetown, GA",29021
28037950200,"Roxie, MS",29020
6059087403,"Anaheim Resort, Anaheim, CA",29020
6065043701,"Hemet, CA",29020
48113006301,"Oak Cliff, Dallas, TX",29020
12095017504,"Apopka, FL",29020
42003463900,"McKees Rocks, PA",29020
13245010800,"Augusta, GA",29020
4021001100,"Coolidge, AZ",29020
51550020805,"Greenbrier West, Chesapeake, VA",29019
55079009500,"Washington Heights, Milwaukee, WI",29019
27053104800,"Cedar-Riverside, Minneapolis, MN",29019
6013312000,"Pittsburg, CA",29019
6053000103,"Salinas, CA",29019
51087200501,"Richmond, VA",29018
27053012102,"Nokomis, Minneapolis, MN",29017
48029160400,"Edgewood, San Antonio, TX",29017
1009050101,"Oneonta, AL",29017
47157021121,"Shelby County, TN",29017
39049009250,"Glencoe, Columbus, OH",29016
29189213204,"Maryland Heights, MO",29016
21049020600,"Winchester, KY",29015
36047025700,"Kings County, NY",29015
42021000600,"Johnstown, PA",29015
48113019700,"Park Cities, Dallas, TX",29015
4013112510,"Estrella Village, Phoenix, AZ",29014
15001021106,"Pāhoa, HI",29014
18081610702,"Bargersville, IN",29013
39061020504,"Cincinnati, OH",29013
24041960800,"Sherwood, MD",29012
47043060602,"Dickson, TN",29012
6013367100,"Fairmede - Hilltop, Richmond, CA",29012
36005025500,"Bronx County, NY",29011
12033003614,"North Northwest Pensacola, Cantonment, FL",29010
39155932600,"Niles, OH",29010
27053100200,"Webber-Camden, Minneapolis, MN",29009
39035154200,"Garfield Heights, OH",29009
53033008500,"Downtown, Seattle, WA",29008
15003009801,"Waianae, HI",29008
26125124500,"Holly, MI",29007
6071007109,"Grand Terrace, CA",29007
21111011406,"Newburg, Louisville, KY",29006
45019003115,"North Charleston, SC",29005
54003971101,"Williamsport, WV",29005
26125171300,"Oak Park, MI",29004
4021000312,"Apache Junction, AZ",29004
24005420301,"Dundalk, MD",29003
6001451704,"Livermore, CA",29003
12031013200,"Westside, Jacksonville, FL",29003
6071008901,"San Bernardino County, CA",29003
6037573004,"South Wrigley, Long Beach, CA",29002
42101012201,"Wynnefield Heights, Philadelphia, PA",29002
48147950401,"Trenton, TX",29002
48453002315,"Riverside, Austin, TX",29002
47093006001,"Knoxville, TN",29001
42075000401,"Lebanon, PA",29001
6111004506,"South Winds, Oxnard, CA",29001
45063021019,"Lexington, SC",29001
51057950700,"Tappahannock, VA",29001
48157670601,"Fort Bend Houston, Missouri City, TX",29000
48029161000,"South San Antonio, San Antonio, TX",29000
39153531002,"Akron, OH",29000
29207470500,"Dexter, MO",28999
42101028901,"Juniata Park/ Feltonville, Philadelphia, PA",28999
54075960102,"Durbin, WV",28999
4013103604,"Deer Valley, Phoenix, AZ",28999
36103169901,"Riverhead, NY",28999
4013116704,"South Mountain Village, Phoenix, AZ",28998
5131000600,"Fort Smith, AR",28998
26165380700,"Cadillac, MI",28998
26117970100,"Vestaburg, MI",28998
36119000103,"Ludlow, Yonkers, NY",28998
6073003304,"Chollas Creek Villas, San Diego, CA",28998
6061023600,"Lincoln, CA",28998
36067014400,"Syracuse, NY",28997
13121009200,"Lindridge-Martin Manor, Atlanta, GA",28997
25017355000,"North Cambridge, Cambridge, MA",28995
24510120100,"Tuscany - Canterbury, Baltimore, MD",28995
37161960200,"Rutherfordton, NC",28993
12027010101,"Arcadia, FL",28993
5007020301,"Rogers, AR",28993
12073001601,"Starmount, Tallahassee, FL",28993
36047080000,"Kings County, NY",28993
6037402501,"Westmont, Pomona, CA",28993
35001003001,"Near North Valley, Albuquerque, NM",28992
12129010201,"Crawfordville, FL",28992
6095252606,"Fairfield, CA",28992
6033000701,"Clearlake, CA",28992
26065003400,"Lansing, MI",28991
4019000300,"Dunbar Spring, Tucson, AZ",28991
21111012202,"Auburndale, Louisville, KY",28991
17031700401,"South Side, Chicago, IL",28990
48141010506,"Tornillo, TX",28990
11001002201,"Northwest Washington, Washington, DC",28989
51107610505,"Leesburg, VA",28989
37129011603,"Wilmington, NC",28989
54099020600,"Lavalette, WV",28989
45019005600,"West Ashley, Charleston, SC",28989
13067030602,"Marietta, GA",28988
21133950300,"Whitesburg, KY",28987
28007060300,"Sallis, MS",28987
4017960100,"Holbrook, AZ",28986
12113010808,"Milton, FL",28986
18145710200,"Fairland, IN",28985
1045020300,"Ozark, AL",28985
32003001402,"Las Vegas, NV",28984
37183053202,"Overlake At Sunset Ridge, Holly Springs, NC",28984
48157675000,"Rosenberg, TX",28984
29189214601,"Overland, MO",28983
36059406802,"Hempstead, NY",28982
54061010700,"Woodburn, Morgantown, WV",28982
26125168900,"Farmington Hills, MI",28982
48439104900,"Bonnie Brae, Fort Worth, TX",28981
36047040900,"Kings County, NY",28981
13015960401,"Cartersville, GA",28981
17153971100,"Pulaski, IL",28981
48201222503,"Northside, Houston, TX",28980
47093005905,"Hardin Valley, Knoxville, TN",28980
48453002307,"East Riverside - Oltorf, Austin, TX",28980
47177930500,"McMinnville, TN",28980
42003070600,"Shadyside, Pittsburgh, PA",28980
34005702806,"Willingboro, NJ",28979
28115950102,"Ecru, MS",28979
48201520200,"Northwest Houston, Houston, TX",28979
44007000900,"Federal Hill, Providence, RI",28979
5115951300,"Russellville, AR",28979
28031950300,"Mount Olive, MS",28979
6019005608,"Clovis, CA",28978
48257050400,"Terrell, TX",28978
48029181303,"Northwest Side, San Antonio, TX",28977
42079200400,"Wilkes-Barre, PA",28977
47131965700,"Union City, TN",28977
41039001201,"Cottage Grove, OR",28977
17083010300,"Dow, IL",28977
39133601902,"Deerfield, OH",28977
21103090400,"Pleasureville, KY",28976
17201000800,"Rockford, IL",28976
5027950300,"Magnolia, AR",28975
36063021400,"Niagara Falls, NY",28975
36047088800,"Kings County, NY",28975
29095013309,"Grandview, MO",28975
18093951100,"Bedford, IN",28975
12031014410,"Southside, Jacksonville, FL",28974
12071010302,"Hancock, Cape Coral, FL",28974
34013009700,"North Broadway, Newark, NJ",28974
25025092200,"Dorchester, Boston, MA",28974
19113000500,"Marion, IA",28974
36047021500,"Kings County, NY",28973
6099003802,"Turlock, CA",28973
25005651300,"New Bedford, MA",28973
37101041001,"Clayton, NC",28972
21235920600,"Williamsburg, KY",28972
26075005500,"Jackson, MI",28972
9003481000,"Enfield, CT",28972
47155080802,"Sevierville, TN",28972
18103952100,"Peru, IN",28971
36029005802,"Riverside, Buffalo, NY",28971
48203020102,"Waskom, TX",28971
39033975300,"Galion, OH",28971
26049012100,"Mount Morris, MI",28971
51810045414,"Virginia Beach, VA",28970
6019004901,"Fresno, CA",28970
4019004504,"Flowing Wells, Tucson, AZ",28969
16055000900,"Coeur d'Alene, ID",28969
39085204800,"The Pines, Painesville, OH",28969
6037461600,"North Central, Pasadena, CA",28969
48303010600,"Slaton, TX",28968
6023000800,"Eureka, CA",28968
32003004100,"North Las Vegas, NV",28968
39151715000,"Massillon, OH",28968
1025957901,"Jackson, AL",28968
40119010700,"Stillwater, OK",28967
4013061045,"Waddell, AZ",28967
45051051605,"Myrtle Beach, SC",28967
37057060602,"Thomasville, NC",28967
29189215800,"University City, MO",28966
26031960400,"Cheboygan, MI",28965
25001011300,"Dennis, Dennis, MA",28965
1109189000,"Troy, AL",28965
9009361500,"West Haven, CT",28965
26163545700,"Warrendale, Detroit, MI",28965
12031000700,"Southside, Jacksonville, FL",28965
